article_id,賃料,敷金 / 保証金,交通,所在地,築年月,その他交通,物件種目,敷金/保証金,敷引,その他一時金,維持費等,権利金,建物名・部屋番号,特記事項,設備,備考,使用部分面積,土地面積,建階/ 階,駐車場,駐輪場,用途地域,契約期間,条件等,更新料,物件番号,情報公開日,飲食店可否,適格請求書発行,リフォーム履歴,リノベーション履歴
684a89ea243a5b1d0deb1257,13.2万円,6ヶ月/なし,高松琴平電鉄琴平線 / 片原町駅 徒歩2分,香川県高松市片原町,1979年6月(築47年1ヶ月),-,貸店舗（一部）,6ヶ月/なし,-,-,-,-,ＡＫビル片原町Ⅱ　２階　北西 （２０２号）,飲食店可　角部屋,エレベーター　都市ガス　トイレ２ヶ所,賃貸保証等：加入要 全保連、興和アシスト、ＵＳＥＮ　等。 ※　別途商店街費要,69.48㎡,-,8階建/2階,-,-,-,3年,-,なし,6986659437,2025/06/16,可,,,
684fade320d8493430490ebe,7.7万円,6ヶ月/なし,高松琴平電鉄琴平線 / 片原町駅 徒歩2分,香川県高松市片原町,1979年6月(築47年1ヶ月),-,貸店舗（一部）,6ヶ月/なし,-,-,-,-,ＡＫビル片原町Ⅱ　２階　北東 （２０１）,飲食店可,収納スペース　エレベーター　トイレ,賃貸保証等：加入要 全保連、興和アシスト、ＵＳＥＮ　等 ※　別途商店街費要,40.00㎡,-,8階建/2階,-,-,-,3年,-,-,6986699997,2025/06/16,可,,,
6850eddb0113b875040064de,6万円,3ヶ月/なし,ＪＲ高徳線 / 昭和町駅 徒歩4分,香川県高松市昭和町２丁目,1973年9月(築52年10ヶ月),ＪＲ高徳線 / 栗林公園北口駅 徒歩25分 ＪＲ予讃線 / 高松駅 徒歩22分,貸店舗・事務所(一部),3ヶ月/なし,なし,-,-,-,-,-,都市ガス　トイレ,賃貸保証等：加入要 初回４８，０００円＋月々１，５００円 スーパー、コンビニ徒歩圏内、,31.92㎡,-,4階建/2階,なし,-,-,2年,-,1.10万円,6986708599,2025/06/26,不明,,,
685d1a520faf100f05698481,15万円,2ヶ月/なし,高松琴平電鉄長尾線 / 花園駅 徒歩10分,香川県高松市上福岡町,1991年2月(築35年5ヶ月),高松琴平電鉄長尾線 / 林道駅 徒歩14分,貸店舗・事務所(一部),2ヶ月/なし,-,-,-,-,301,居抜き　土日・祝日利用可　１フロア１テナント,男女別トイレ　エレベーター　給湯　プロパンガス　トイレ,賃貸保証等：加入要 ＵＳＥＮ　賃料１ヵ月分,157.80㎡,-,5階建/3階,有　無料　空き1台,-,１種住居,2年,-,-,6986807444,2026/04/20,不明,可,,
685d1f690faf10343a698468,15万円,2ヶ月/なし,高松琴平電鉄長尾線 / 花園駅 徒歩10分,香川県高松市上福岡町,1991年2月(築35年5ヶ月),高松琴平電鉄長尾線 / 林道駅 徒歩14分,貸店舗・事務所(一部),2ヶ月/なし,-,-,-,-,401,居抜き　土日・祝日利用可　１フロア１テナント,男女別トイレ　エレベーター　給湯　プロパンガス　トイレ,賃貸保証等：加入要 ＵＳＥＮ　賃料１ヵ月分,117.30㎡,-,5階建/4階,有　無料　空き1台,-,１種住居,2年,-,-,6986807519,2026/04/20,不明,可,,
685e07f1970a600a34bedb25,7万円,3ヶ月/なし,高松琴平電鉄長尾線 / 林道駅 徒歩2分,香川県高松市木太町,1966年10月(築59年9ヶ月),-,貸店舗（一部）,3ヶ月/なし,-,-,-,-,-,飲食店不可,エアコン　トイレ,,56.10㎡,-,2階建/1階,-,-,-,2年,-,-,6986814878,2025/06/27,不可,,,
68955a821363053550874c30,33万円,3ヶ月/なし,高松琴平電鉄琴平線 / 挿頭丘駅 徒歩14分,香川県高松市国分寺町福家,2001年4月(築25年3ヶ月),高松琴平電鉄琴平線 / 岡本駅 徒歩23分 高松琴平電鉄琴平線 / 畑田駅 徒歩24分,貸店舗・事務所(一部),3ヶ月/なし,なし,-,-,-,-,飲食店可,トイレ,賃貸保証等：加入要 興和アシスト㈱へ加入要 バルコニー：あり 業種によっては価格相談可。,108.27㎡,-,2階建/1階,有　無料　空き15台,-,-,3年,-,なし,6987273483,2025/08/08,可,,,
68959441674fe57902cecc97,22万円,2ヶ月/なし,高松琴平電鉄志度線 / 瓦町駅 徒歩11分,香川県高松市百間町,1990年3月(築36年4ヶ月),高松琴平電鉄琴平線 / 片原町駅 徒歩6分 高松琴平電鉄琴平線 / 瓦町駅 徒歩12分,貸店舗（一部）,2ヶ月/なし,-,-,-,-,102,スケルトン　24時間利用可　土曜日利用可　土日・祝日利用可　飲食店可　１フロア１テナント,エレベーター　都市ガス　ビルトインエアコン　エアコン　インターネット対応,賃貸保証等：加入要 月額賃料等×１００％＋保証システム登録事務手数料：３，３００円　月額賃料等の１．５％保証料 パールコート１０２号 飲食可 建物 向かい側に大型コインパーキングあり スケルトン テナント　店舗,124.58㎡,-,5階建/1階,-,-,-,2年,-,-,6987278495,2025/11/21,可,,,
68bfbbd36240320783c534cc,7.1874万円,1ヶ月/なし,高松琴平電鉄琴平線 / 片原町駅 徒歩7分,香川県高松市古新町,1987年1月(築39年6ヶ月),-,貸店舗（一部）,1ヶ月/なし,-,-,-,-,ＷＩＮＤ 003,-,-,,24.00㎡,-,地上4階地下1階建/1階,なし,なし,-,2年,-,新賃料 1ヶ月,6986541503,2026/03/18,不明,,,
68d9f87b7f54e611de549e33,26.0656万円,6ヶ月/なし,高松琴平電鉄琴平線 / 瓦町駅 徒歩5分,香川県高松市塩屋町,1978年9月(築47年10ヶ月),高松琴平電鉄長尾線 / 瓦町駅 徒歩5分 高松琴平電鉄志度線 / 瓦町駅 徒歩5分,貸店舗・事務所(一部),6ヶ月/なし,-,-,"水道料：3,258円/月",-,ＣＵＢＥ高松　旧共栄火災海上保険株式会社高松支社 １Ｆ,24時間利用可　土曜日利用可　土日・祝日利用可　リノベーション,男女別トイレ　エレベーター　給湯　エアコン　冷房　トイレ,ＩＴ重説対応物件,97.93㎡,-,7階建/1階,なし,なし,-,2年,-,-,1148083613,2025/09/29,不明,,,2025年04月　　内容：共用部美装！
68db7f1ba22de730730349b5,15.8万円,3ヶ月/なし,ＪＲ予讃線 / 高松駅 徒歩15分,香川県高松市番町３丁目,1978年2月(築48年5ヶ月),ＪＲ高徳線 / 昭和町駅 徒歩13分,貸店舗・事務所(一部),3ヶ月/なし,-,-,-,-,プレシャス番町ビル 4F,土日・祝日利用可　有人警備　角部屋　24時間セキュリティー　24時間換気システム,男女別トイレ　宅配ＢＯＸ　防犯カメラ　エレベーター　給湯　エアコン　トイレ,主要採光面：北東向き,86.88㎡,-,地上6階地下1階建/1階,"有　16,500円/月　　備考：敷地内空きが無ければ近隣にも専用駐車場有",有　無料,-,2年,-,-,6987843037,2026/02/24,不明,,,
68f074cf4c8c312b4b224e88,7.7万円,3ヶ月/なし,高松琴平電鉄琴平線 / 瓦町駅 徒歩5分,香川県高松市瓦町２丁目,1984年10月(築41年9ヶ月),高松琴平電鉄琴平線 / 片原町駅 徒歩12分 ＪＲ高徳線 / 栗林駅 徒歩16分,貸店舗（一部）,3ヶ月/なし,-,-,-,-,クイ－ンズスケア第一 1階C,飲食店可,ビルトインエアコン　エアコン　トイレ,賃貸保証等：加入要 全保連・興和アシスト　プラン有 フリーレント、内装工事費応相談,22.16㎡,-,6階建/1階,なし,-,-,2年,-,-,6988031633,2025/10/16,可,,,
68f1b59cc430a27e9e0ec70f,16.5万円,2ヶ月/なし,高松琴平電鉄長尾線 / 水田駅 徒歩25分,香川県高松市下田井町,1997年2月(築29年5ヶ月),高松琴平電鉄長尾線 / 西前田駅 徒歩27分,貸店舗・事務所(一部),2ヶ月/なし,なし,-,-,-,下田井町貸店舗事務所,飲食店可　駐車場３台分以上　天井高２.５ｍ以上,男女別トイレ　給湯　プロパンガス　エアコン　トイレ,主要採光面：南向き,105.56㎡,-,3階建/1階,有　無料　空き8台　　備考：近隣（物件北側）にも２台分　有,-,-,2年,-,-,6988042236,2025/11/04,可,,,
6926a443aa781f981629c2d9,3.85万円,6ヶ月/なし,高松琴平電鉄琴平線 / 片原町駅 徒歩10分,香川県高松市鍛冶屋町,1988年10月(築37年9ヶ月),-,貸店舗（一部）,6ヶ月/なし,なし,-,-,-,ＡＫビル鍛冶屋町Ⅱ １Ｆ,飲食店不可,-,ＡＫビル鍛冶屋町Ⅱ　１Ｆ　４．１３坪　トイレなし　【おすすめの使用方法】倉庫・無人販売所・アトリエ・周辺店舗の従業員向け休憩室・Ⅰ人専用ワー クスペース・自習室,13.68㎡,-,6階建/1階,-,-,-,3年,-,なし,6988524560,2025/11/26,不可,,,
69522eecc37dc1729e1f21f0,6.2万円,3ヶ月/なし,高松琴平電鉄琴平線 / 三条駅 徒歩15分,香川県高松市室新町,1980年9月(築45年10ヶ月),-,貸店舗（一部）,3ヶ月/なし,なし,-,-,-,松本ビル 1階,飲食店可,トイレ,賃貸保証等：加入要 ＵＳＥＮ　ＴＲＵＳＴ、全保連　等,31.29㎡,-,4階建/1階,-,-,-,2年,-,なし,6988934725,2025/12/29,可,,,
6968a44f2c4b41c3593e8b9c,220万円,10ヶ月/なし,高松琴平電鉄琴平線 / 瓦町駅 徒歩6分,香川県高松市瓦町１丁目,1978年3月(築48年4ヶ月),-,貸店舗（一部）,10ヶ月/なし,-,-,-,-,ＷｅＢａｓｅ高松 B1-1F,スケルトン　24時間利用可　土日・祝日利用可　飲食店可　耐震構造(新耐震基準)　天井高２.５ｍ以上,-,賃貸保証等：加入要 保証会社要加入（日本セーフティ、総賃料の１ヶ月分） 賃料大幅改定！！諸条件ご相談ください！,"1,038.74㎡",-,地上12階地下2階建/B1～1階,有　無料　空き5台　　備考：平置き５台あり,-,-,10年,定期借家,-,6989088416,2026/01/16,可,,,
699d42258f9bb7ed6b2b1bdd,16.5万円,3ヶ月/なし,ＪＲ予讃線 / 高松駅 徒歩6分,香川県高松市錦町１丁目,1987年8月(築38年11ヶ月),-,貸店舗（一部）,3ヶ月/なし,なし,-,-,-,錦町１丁目　小川マンション１階店舗,居抜き　土日・祝日利用可　飲食店可　１フロア１テナント　天井高２.５ｍ以上,冷蔵庫　プロパンガス　ビルトインエアコン　トイレ,賃貸保証等：加入要 全保連 主要採光面：南向き 図面は概略図ですので、必ず内見してください。内見結果が優先です「建物面積／使用部分面積」も概算で す。 テナントによっては不適格または多大な改修費用が発生する場合がありますので、契約前に、保健所、消防などの行政機関にご相談ください。 また、管理費は契約時に別途計算させて頂きます。,68.00㎡,公簿 149.75㎡,6階建/1階,なし,なし,商業地域,2年,-,-,6989634988,2026/04/08,可,不可,,
69aa7d5de563002bb48f101b,19.8万円,3ヶ月/なし,高松琴平電鉄琴平線 / 瓦町駅 徒歩2分,香川県高松市瓦町２丁目,1986年12月(築39年7ヶ月),-,貸店舗（一部）,3ヶ月/なし,-,-,-,-,Ｗｉｔｈビル 1階,-,エアコン２台以上　ビルトインエアコン　トイレ,賃貸保証等：加入要 ＵＳＥＮ　ＴＲＵＳＴ、全保連　等,81.70㎡,-,6階建/1階,-,-,-,2年,-,なし,6989795321,2026/03/06,不明,,,
69cf5969be5a90e31cbaa050,6.05万円,3ヶ月/なし,高松琴平電鉄琴平線 / 瓦町駅 徒歩10分,香川県高松市鍛冶屋町,1991年8月(築34年11ヶ月),高松琴平電鉄琴平線 / 片原町駅 徒歩11分 高松琴平電鉄琴平線 / 高松築港駅 徒歩12分,貸店舗（一部）,3ヶ月/なし,-,-,-,-,ソウゲンビル 5階,24時間利用可　土日・祝日利用可　飲食店可,エレベーター　エアコン,賃貸保証等：加入要 全保連に加入要,31.60㎡,-,5階建/5階,なし,なし,-,2年,-,-,6990182274,2026/04/03,可,,,
69cf5e9d3e48c96bbe22d527,2.53万円,3ヶ月/なし,高松琴平電鉄琴平線 / 瓦町駅 徒歩10分,香川県高松市鍛冶屋町,1991年8月(築34年11ヶ月),高松琴平電鉄琴平線 / 片原町駅 徒歩11分 高松琴平電鉄琴平線 / 高松築港駅 徒歩12分,貸店舗（一部）,3ヶ月/なし,-,-,-,-,ソウゲンビル 5階南,24時間利用可　土日・祝日利用可　飲食店可,エレベーター　エアコン,賃貸保証等：加入要 全保連に加入要,16.00㎡,-,5階建/5階,なし,なし,-,2年,-,-,6990182544,2026/04/03,可,,,
69e042035de080bdbee75f45,6万円,3ヶ月/なし,高松琴平電鉄琴平線 / 栗林公園駅 徒歩10分,香川県高松市花ノ宮町３丁目,1980年1月(築46年6ヶ月),高松琴平電鉄琴平線 / 三条駅 徒歩12分 ＪＲ高徳線 / 栗林駅 徒歩15分,貸店舗（一部）,3ヶ月/なし,なし,-,"水道代：4,000円/月",-,-,角部屋,エアコン　トイレ,賃貸保証等：加入要 ＪＩＤ　初回４８，０００円、月々１，５００円 主要採光面：北向き,19.52㎡,-,3階建/2階,なし,-,-,2年,-,1.10万円,6990354711,2026/04/16,不明,,,
69e1f4f32b1cfe70dd417739,22万円,2ヶ月/なし,高松琴平電鉄琴平線 / 片原町駅 徒歩5分,香川県高松市百間町,1990年5月(築36年2ヶ月),ＪＲ高徳線 / 高松駅 徒歩12分 高松琴平電鉄志度線 / 瓦町駅 徒歩12分,貸店舗・事務所(一部),2ヶ月/なし,-,-,-,-,パールコート,スケルトン　土日・祝日利用可　飲食店可,-,,124.58㎡,-,4階建/1階,なし,-,-,2年,-,-,6990383977,2026/04/17,可,,,
69f442181c76787766fc6df6,6万円,3ヶ月/なし,高松琴平電鉄琴平線 / 瓦町駅 徒歩5分,香川県高松市瓦町１丁目,1990年6月(築36年1ヶ月),-,貸店舗（一部）,3ヶ月/なし,-,-,-,-,-,-,-,,30.51㎡,-,7階建/6階,-,-,-,2年,-,-,6990564218,2026/05/01,不明,,,
6a07ab7dce03c2ec06377e02,27.5万円,3ヶ月/なし,ＪＲ予讃線 / 端岡駅 徒歩14分,香川県高松市国分寺町新居,2001年3月(築25年4ヶ月),-,貸店舗・事務所(一括),3ヶ月/なし,-,-,-,-,-,-,バス・トイレ別室　給湯　トイレ２ヶ所,,167.55㎡,-,2階建,有　無料　空き16台,有　無料,-,2年,-,-,6990724927,2026/05/18,不明,,,
6a0e8e5ee5469042fbdbf228,9.9万円,6ヶ月/なし,高松琴平電鉄志度線 / 瓦町駅 徒歩9分,香川県高松市古馬場町,1977年10月(築48年9ヶ月),-,貸店舗（一部）,6ヶ月/なし,なし,-,-,-,ヘンミビル 205,スケルトン,エレベーター,賃貸保証等：加入要 ＵＳＥＮ、全保連、興和アシスト等 中古馬場　２階　約１４．７７坪,48.84㎡,-,地上6階地下1階建/2階,-,-,-,3年,-,なし,6990790992,2026/05/21,不明,,,
6a0eb8f8bda945109354afbb,25.3万円,6ヶ月/なし,高松琴平電鉄琴平線 / 片原町駅 徒歩4分,香川県高松市百間町,1966年6月(築60年1ヶ月),-,貸店舗（一部）,6ヶ月/なし,-,-,-,-,ＡＫビルⅩⅢ　１階,-,トイレ,賃貸保証等：加入要 全保連、興和アシスト、ＵＳＥＮ　等 別途ライオン通り商店街費１０，２５０円要,76.00㎡,-,4階建/1階,なし,-,-,3年,-,なし,6990796580,2026/05/21,不明,,,
6a20da03cb8ef797e0780d96,15万円,2ヶ月/なし,高松琴平電鉄琴平線 / 片原町駅 徒歩4分,香川県高松市鶴屋町,2003年8月(築22年11ヶ月),高松琴平電鉄志度線 / 今橋駅 徒歩13分 ＪＲ高徳線 / 高松駅 徒歩16分,貸店舗（一部）,2ヶ月/なし,なし,-,-,-,-,-,-,賃貸保証等：加入要 全保連・Ｊリース等（プラン有）,98.59㎡,-,1階建/1階,有　無料,-,-,2年,-,-,6990983962,2026/06/04,不明,,,
