supplier_id,name,type,local_or_online,official_url,google_maps_url,main_items,delivery_available,pickup_available,notes,source_category,product_tags,fruit_tags,coffee_tags,dairy_tags,tea_tags,syrup_tags,powder_tags,cup_tags,container_tags,packaging_tags,cleaning_tags,machine_tags,ice_tags,other_tags,strength_tags,order_methods,minimum_order,minimum_amount,delivery_area,delivery_days,payment_methods,business_hours,closed_days,target_customers,last_verified,source_url,info_confidence,research_status,notes_research
MAT018,はちみつの杉養蜂園,はちみつメーカー,オンライン,https://sugi-bee.com/,https://www.google.com/maps/search/?api=1&query=杉養蜂園,はちみつ・果汁蜜,,,ドリンク利用実績。,materials,,,,,,,,,,,,,,はちみつ・果汁蜜,ドリンク利用実績。,,,,日本,,,,,,,,,,
MAT019,MY HONEY,はちみつメーカー,オンライン,https://myhoneyjapan.com/,https://www.google.com/maps/search/?api=1&query=MY HONEY,はちみつ・ナッツ,,,カフェ採用あり。,materials,,,,,,,,,,,,,,はちみつ・ナッツ,カフェ採用あり。,,,,日本,,,,,,,,,,
MAT020,日新蜂蜜株式会社,はちみつメーカー,オンライン,https://www.nisshin-honey.co.jp/,https://www.google.com/maps/search/?api=1&query=日新蜂蜜株式会社,はちみつ・シロップ,,,業務用蜂蜜。,materials,,,,,,シロップ,,,,,,,,はちみつ・シロップ,業務用蜂蜜。,,,,日本,,,,,,,,,,
ICE001,小久保製氷冷蔵株式会社,製氷会社,ローカル,https://www.kokuboice.co.jp/,https://www.google.com/maps/search/?api=1&query=小久保製氷冷蔵株式会社 高松市,ロックアイス・クラッシュアイス・角氷・業務用氷,,,香川県内配送。飲食店・ホテル・イベント向け。,ice,,,,,,,,,,,,製氷機,ロックアイス / クラッシュアイス / ドライアイス,,香川県内配送。飲食店・ホテル・イベント向け。,,,,香川県,,,,,,,,,,
ICE002,株式会社小久保製氷冷蔵 ロックアイス事業,製氷会社,ローカル,https://www.kokuboice.co.jp/,https://www.google.com/maps/search/?api=1&query=小久保製氷冷蔵株式会社,業務用ロックアイス,,,高松エリア対応。,ice,,,,,,,,,,,,製氷機,ロックアイス / ドライアイス,,高松エリア対応。,,,,香川県,,,,,,,,,,
ICE003,小久保製氷冷蔵 クラッシュアイス,製氷会社,ローカル,https://www.kokuboice.co.jp/,https://www.google.com/maps/search/?api=1&query=小久保製氷冷蔵株式会社,クラッシュアイス,,,スムージー・ドリンク向け。,ice,,,,,,,,,,,,製氷機,ロックアイス / クラッシュアイス,,スムージー・ドリンク向け。,,,,香川県,,,,,,,,,,
ICE004,ニチレイフーズ ロックアイス,メーカー,オンライン,https://www.nichireifoods.co.jp/,https://www.google.com/maps/search/?api=1&query=ニチレイフーズ,ロックアイス・クラッシュアイス,,,全国流通。,ice,,,,,,,,,,,,,ロックアイス / クラッシュアイス / ドライアイス,,全国流通。,,,,全国,,,,,,,,,,
ICE005,小久保製氷冷蔵 ドライアイス,製氷会社,ローカル,https://www.kokuboice.co.jp/,https://www.google.com/maps/search/?api=1&query=小久保製氷冷蔵株式会社,ドライアイス,,,保冷用途。,ice,,,,,,,,,,,,製氷機,ドライアイス,,保冷用途。,,,,香川県,,,,,,,,,,
ICE006,ホシザキ株式会社,製氷機メーカー,オンライン,https://www.hoshizaki.co.jp/,https://www.google.com/maps/search/?api=1&query=ホシザキ株式会社,製氷機・キューブアイスメーカー,,,業務用製氷機国内最大手。,ice,,,,,,,,,,,,製氷機,,,業務用製氷機国内最大手。,,,,全国,,,,,,,,,,
ICE007,フクシマガリレイ株式会社,製氷機メーカー,オンライン,https://www.galilei.co.jp/,https://www.google.com/maps/search/?api=1&query=フクシマガリレイ株式会社,製氷機・冷機設備,,,厨房機器メーカー。,ice,,,,,,,,,,,,製氷機,,,厨房機器メーカー。,,,,全国,,,,,,,,,,
ICE008,パナソニック コールドチェーン,製氷機メーカー,オンライン,https://panasonic.biz/appliance/cold_chain/,https://www.google.com/maps/search/?api=1&query=Panasonic コールドチェーン,製氷機,,,業務用製氷機。,ice,,,,,,,,,,,,製氷機,,,業務用製氷機。,,,,全国,,,,,,,,,,
ICE009,大和冷機工業株式会社,製氷機メーカー,オンライン,https://www.drk.co.jp/,https://www.google.com/maps/search/?api=1&query=大和冷機工業株式会社,製氷機・厨房機器,,,厨房設備総合。,ice,,,,,,,,,,,,製氷機,,,厨房設備総合。,,,,全国,,,,,,,,,,
ICE010,中西製氷株式会社,製氷会社,オンライン,https://www.nakanishi-ice.co.jp/,https://www.google.com/maps/search/?api=1&query=中西製氷株式会社,ロックアイス・業務用氷,,,業務用氷供給。,ice,,,,,,,,,,,,製氷機,ロックアイス / クラッシュアイス / ドライアイス,,業務用氷供給。,,,,全国,,,,,,,,,,
ICE011,ダイワアイス,製氷会社,オンライン,,https://www.google.com/maps/search/?api=1&query=ダイワアイス,ロックアイス・クラッシュアイス,,,業務用氷。,ice,,,,,,,,,,,,,ロックアイス / クラッシュアイス / ドライアイス,,業務用氷。,,,,全国,,,,,,,,,,
ICE012,前川製氷株式会社,製氷会社,オンライン,,https://www.google.com/maps/search/?api=1&query=前川製氷株式会社,業務用氷,,,飲食店向け。,ice,,,,,,,,,,,,,ロックアイス / クラッシュアイス / ドライアイス,,飲食店向け。,,,,全国,,,,,,,,,,
ICE013,昭和冷凍食品,冷凍・氷,オンライン,,https://www.google.com/maps/search/?api=1&query=昭和冷凍食品,業務用氷,,,冷凍食品と合わせて仕入可能。,ice,,,,,,,,,,,,,ロックアイス / クラッシュアイス / ドライアイス,,冷凍食品と合わせて仕入可能。,,,,全国,,,,,,,,,,
ICE014,テンポス,厨房機器,オンライン,https://www.tenpos.com/,https://www.google.com/maps/search/?api=1&query=テンポス,製氷機,,,ホシザキ・パナソニック等取扱。,ice,,,,,,,,,,,,製氷機,,,ホシザキ・パナソニック等取扱。,,,,全国,,,,,,,,,,
ICE015,ホシザキ四国株式会社,厨房機器,ローカル,https://www.hoshizaki.co.jp/,https://www.google.com/maps/search/?api=1&query=ホシザキ四国株式会社 高松市,製氷機・保守,,,導入・保守対応。,ice,,,,,,,,,,,,製氷機,,,導入・保守対応。,,,,四国,,,,,,,,,,
